Index,name,generation,attack,defense,hp,special_attack,special_defense,speed,type_1,type_2,url
3712,golurk,7,124,80,89,55,80,55,ground,ghost,https://bulbapedia.bulbagarden.net/wiki/Golurk_(Pok%C3%A9mon)
3713,pawniard,5,85,70,45,40,40,60,dark,steel,https://bulbapedia.bulbagarden.net/wiki/Pawniard_(Pok%C3%A9mon)
3714,pawniard,6,85,70,45,40,40,60,dark,steel,https://bulbapedia.bulbagarden.net/wiki/Pawniard_(Pok%C3%A9mon)
3715,pawniard,7,85,70,45,40,40,60,dark,steel,https://bulbapedia.bulbagarden.net/wiki/Pawniard_(Pok%C3%A9mon)
3716,bisharp,5,125,100,65,60,70,70,dark,steel,https://bulbapedia.bulbagarden.net/wiki/Bisharp_(Pok%C3%A9mon)
3717,bisharp,6,125,100,65,60,70,70,dark,steel,https://bulbapedia.bulbagarden.net/wiki/Bisharp_(Pok%C3%A9mon)
3718,bisharp,7,125,100,65,60,70,70,dark,steel,https://bulbapedia.bulbagarden.net/wiki/Bisharp_(Pok%C3%A9mon)
3719,bouffalant,5,110,95,95,40,95,55,normal,null,https://bulbapedia.bulbagarden.net/wiki/Bouffalant_(Pok%C3%A9mon)
3720,bouffalant,6,110,95,95,40,95,55,normal,null,https://bulbapedia.bulbagarden.net/wiki/Bouffalant_(Pok%C3%A9mon)
3721,bouffalant,7,110,95,95,40,95,55,normal,null,https://bulbapedia.bulbagarden.net/wiki/Bouffalant_(Pok%C3%A9mon)
3722,rufflet,5,83,50,70,37,50,60,normal,flying,https://bulbapedia.bulbagarden.net/wiki/Rufflet_(Pok%C3%A9mon)
3723,rufflet,6,83,50,70,37,50,60,normal,flying,https://bulbapedia.bulbagarden.net/wiki/Rufflet_(Pok%C3%A9mon)
3724,rufflet,7,83,50,70,37,50,60,normal,flying,https://bulbapedia.bulbagarden.net/wiki/Rufflet_(Pok%C3%A9mon)
3725,braviary,5,123,75,100,57,75,80,normal,flying,https://bulbapedia.bulbagarden.net/wiki/Braviary_(Pok%C3%A9mon)
3726,braviary,6,123,75,100,57,75,80,normal,flying,https://bulbapedia.bulbagarden.net/wiki/Braviary_(Pok%C3%A9mon)
3727,braviary,7,123,75,100,57,75,80,normal,flying,https://bulbapedia.bulbagarden.net/wiki/Braviary_(Pok%C3%A9mon)
3728,vullaby,5,55,75,70,45,65,60,dark,flying,https://bulbapedia.bulbagarden.net/wiki/Vullaby_(Pok%C3%A9mon)
3729,vullaby,6,55,75,70,45,65,60,dark,flying,https://bulbapedia.bulbagarden.net/wiki/Vullaby_(Pok%C3%A9mon)
3730,vullaby,7,55,75,70,45,65,60,dark,flying,https://bulbapedia.bulbagarden.net/wiki/Vullaby_(Pok%C3%A9mon)
3731,mandibuzz,5,65,105,110,55,95,80,dark,flying,https://bulbapedia.bulbagarden.net/wiki/Mandibuzz_(Pok%C3%A9mon)
3732,mandibuzz,6,65,105,110,55,95,80,dark,flying,https://bulbapedia.bulbagarden.net/wiki/Mandibuzz_(Pok%C3%A9mon)
3733,mandibuzz,7,65,105,110,55,95,80,dark,flying,https://bulbapedia.bulbagarden.net/wiki/Mandibuzz_(Pok%C3%A9mon)
3734,heatmor,5,97,66,85,105,66,65,fire,null,https://bulbapedia.bulbagarden.net/wiki/Heatmor_(Pok%C3%A9mon)
3735,heatmor,6,97,66,85,105,66,65,fire,null,https://bulbapedia.bulbagarden.net/wiki/Heatmor_(Pok%C3%A9mon)
3736,heatmor,7,97,66,85,105,66,65,fire,null,https://bulbapedia.bulbagarden.net/wiki/Heatmor_(Pok%C3%A9mon)
3737,durant,5,109,112,58,48,48,109,bug,steel,https://bulbapedia.bulbagarden.net/wiki/Durant_(Pok%C3%A9mon)
3738,durant,6,109,112,58,48,48,109,bug,steel,https://bulbapedia.bulbagarden.net/wiki/Durant_(Pok%C3%A9mon)
3739,durant,7,109,112,58,48,48,109,bug,steel,https://bulbapedia.bulbagarden.net/wiki/Durant_(Pok%C3%A9mon)
3740,deino,5,65,50,52,45,50,38,dark,dragon,https://bulbapedia.bulbagarden.net/wiki/Deino_(Pok%C3%A9mon)
3741,deino,6,65,50,52,45,50,38,dark,dragon,https://bulbapedia.bulbagarden.net/wiki/Deino_(Pok%C3%A9mon)
3742,deino,7,65,50,52,45,50,38,dark,dragon,https://bulbapedia.bulbagarden.net/wiki/Deino_(Pok%C3%A9mon)
3743,zweilous,5,85,70,72,65,70,58,dark,dragon,https://bulbapedia.bulbagarden.net/wiki/Zweilous_(Pok%C3%A9mon)
3744,zweilous,6,85,70,72,65,70,58,dark,dragon,https://bulbapedia.bulbagarden.net/wiki/Zweilous_(Pok%C3%A9mon)
3745,zweilous,7,85,70,72,65,70,58,dark,dragon,https://bulbapedia.bulbagarden.net/wiki/Zweilous_(Pok%C3%A9mon)
3746,hydreigon,5,105,90,92,125,90,98,dark,dragon,https://bulbapedia.bulbagarden.net/wiki/Hydreigon_(Pok%C3%A9mon)
3747,hydreigon,6,105,90,92,125,90,98,dark,dragon,https://bulbapedia.bulbagarden.net/wiki/Hydreigon_(Pok%C3%A9mon)
3748,hydreigon,7,105,90,92,125,90,98,dark,dragon,https://bulbapedia.bulbagarden.net/wiki/Hydreigon_(Pok%C3%A9mon)
3749,larvesta,5,85,55,55,50,55,60,bug,fire,https://bulbapedia.bulbagarden.net/wiki/Larvesta_(Pok%C3%A9mon)
3750,larvesta,6,85,55,55,50,55,60,bug,fire,https://bulbapedia.bulbagarden.net/wiki/Larvesta_(Pok%C3%A9mon)
3751,larvesta,7,85,55,55,50,55,60,bug,fire,https://bulbapedia.bulbagarden.net/wiki/Larvesta_(Pok%C3%A9mon)
3752,volcarona,5,60,65,85,135,105,100,bug,fire,https://bulbapedia.bulbagarden.net/wiki/Volcarona_(Pok%C3%A9mon)
3753,volcarona,6,60,65,85,135,105,100,bug,fire,https://bulbapedia.bulbagarden.net/wiki/Volcarona_(Pok%C3%A9mon)
3754,volcarona,7,60,65,85,135,105,100,bug,fire,https://bulbapedia.bulbagarden.net/wiki/Volcarona_(Pok%C3%A9mon)
3755,cobalion,5,90,129,91,90,72,108,steel,fighting,https://bulbapedia.bulbagarden.net/wiki/Cobalion_(Pok%C3%A9mon)
3756,cobalion,6,90,129,91,90,72,108,steel,fighting,https://bulbapedia.bulbagarden.net/wiki/Cobalion_(Pok%C3%A9mon)
3757,cobalion,7,90,129,91,90,72,108,steel,fighting,https://bulbapedia.bulbagarden.net/wiki/Cobalion_(Pok%C3%A9mon)
3758,terrakion,5,129,90,91,72,90,108,rock,fighting,https://bulbapedia.bulbagarden.net/wiki/Terrakion_(Pok%C3%A9mon)
3759,terrakion,6,129,90,91,72,90,108,rock,fighting,https://bulbapedia.bulbagarden.net/wiki/Terrakion_(Pok%C3%A9mon)
3760,terrakion,7,129,90,91,72,90,108,rock,fighting,https://bulbapedia.bulbagarden.net/wiki/Terrakion_(Pok%C3%A9mon)
3761,virizion,5,90,72,91,90,129,108,grass,fighting,https://bulbapedia.bulbagarden.net/wiki/Virizion_(Pok%C3%A9mon)
3762,virizion,6,90,72,91,90,129,108,grass,fighting,https://bulbapedia.bulbagarden.net/wiki/Virizion_(Pok%C3%A9mon)
3763,virizion,7,90,72,91,90,129,108,grass,fighting,https://bulbapedia.bulbagarden.net/wiki/Virizion_(Pok%C3%A9mon)
3764,tornadus (incarnate forme),5,115,70,79,125,80,111,flying,null,https://bulbapedia.bulbagarden.net/wiki/Tornadus_(Pok%C3%A9mon)
3765,tornadus (incarnate forme),6,115,70,79,125,80,111,flying,null,https://bulbapedia.bulbagarden.net/wiki/Tornadus_(Pok%C3%A9mon)
3766,tornadus (incarnate forme),7,115,70,79,125,80,111,flying,null,https://bulbapedia.bulbagarden.net/wiki/Tornadus_(Pok%C3%A9mon)
3767,tornadus (therian forme),5,100,80,79,110,90,121,flying,null,https://bulbapedia.bulbagarden.net/wiki/Tornadus_(Pok%C3%A9mon)
3768,tornadus (therian forme),6,100,80,79,110,90,121,flying,null,https://bulbapedia.bulbagarden.net/wiki/Tornadus_(Pok%C3%A9mon)
3769,tornadus (therian forme),7,100,80,79,110,90,121,flying,null,https://bulbapedia.bulbagarden.net/wiki/Tornadus_(Pok%C3%A9mon)
3770,thundurus (incarnate forme),5,115,70,79,125,80,111,electric,flying,https://bulbapedia.bulbagarden.net/wiki/Thundurus_(Pok%C3%A9mon)
3771,thundurus (incarnate forme),6,115,70,79,125,80,111,electric,flying,https://bulbapedia.bulbagarden.net/wiki/Thundurus_(Pok%C3%A9mon)
3772,thundurus (incarnate forme),7,115,70,79,125,80,111,electric,flying,https://bulbapedia.bulbagarden.net/wiki/Thundurus_(Pok%C3%A9mon)
3773,thundurus (therian forme),5,105,70,79,145,80,101,electric,flying,https://bulbapedia.bulbagarden.net/wiki/Thundurus_(Pok%C3%A9mon)
3774,thundurus (therian forme),6,105,70,79,145,80,101,electric,flying,https://bulbapedia.bulbagarden.net/wiki/Thundurus_(Pok%C3%A9mon)
3775,thundurus (therian forme),7,105,70,79,145,80,101,electric,flying,https://bulbapedia.bulbagarden.net/wiki/Thundurus_(Pok%C3%A9mon)
3776,reshiram,5,120,100,100,150,120,90,dragon,fire,https://bulbapedia.bulbagarden.net/wiki/Reshiram_(Pok%C3%A9mon)
3777,reshiram,6,120,100,100,150,120,90,dragon,fire,https://bulbapedia.bulbagarden.net/wiki/Reshiram_(Pok%C3%A9mon)
3778,reshiram,7,120,100,100,150,120,90,dragon,fire,https://bulbapedia.bulbagarden.net/wiki/Reshiram_(Pok%C3%A9mon)
3779,zekrom,5,150,120,100,120,100,90,dragon,electric,https://bulbapedia.bulbagarden.net/wiki/Zekrom_(Pok%C3%A9mon)
3780,zekrom,6,150,120,100,120,100,90,dragon,electric,https://bulbapedia.bulbagarden.net/wiki/Zekrom_(Pok%C3%A9mon)
3781,zekrom,7,150,120,100,120,100,90,dragon,electric,https://bulbapedia.bulbagarden.net/wiki/Zekrom_(Pok%C3%A9mon)
3782,landorus (incarnate forme),5,125,90,89,115,80,101,ground,flying,https://bulbapedia.bulbagarden.net/wiki/Landorus_(Pok%C3%A9mon)
3783,landorus (incarnate forme),6,125,90,89,115,80,101,ground,flying,https://bulbapedia.bulbagarden.net/wiki/Landorus_(Pok%C3%A9mon)
3784,landorus (incarnate forme),7,125,90,89,115,80,101,ground,flying,https://bulbapedia.bulbagarden.net/wiki/Landorus_(Pok%C3%A9mon)
3785,landorus (therian forme),5,145,90,89,105,80,91,ground,flying,https://bulbapedia.bulbagarden.net/wiki/Landorus_(Pok%C3%A9mon)
3786,landorus (therian forme),6,145,90,89,105,80,91,ground,flying,https://bulbapedia.bulbagarden.net/wiki/Landorus_(Pok%C3%A9mon)
3787,landorus (therian forme),7,145,90,89,105,80,91,ground,flying,https://bulbapedia.bulbagarden.net/wiki/Landorus_(Pok%C3%A9mon)
3788,kyurem (normal kyurem),5,130,90,125,130,90,95,dragon,ice,https://bulbapedia.bulbagarden.net/wiki/Kyurem_(Pok%C3%A9mon)
3789,kyurem (normal kyurem),6,130,90,125,130,90,95,dragon,ice,https://bulbapedia.bulbagarden.net/wiki/Kyurem_(Pok%C3%A9mon)
3790,kyurem (normal kyurem),7,130,90,125,130,90,95,dragon,ice,https://bulbapedia.bulbagarden.net/wiki/Kyurem_(Pok%C3%A9mon)
3791,kyurem (black kyurem),5,170,100,125,120,90,95,dragon,ice,https://bulbapedia.bulbagarden.net/wiki/Kyurem_(Pok%C3%A9mon)
3792,kyurem (black kyurem),6,170,100,125,120,90,95,dragon,ice,https://bulbapedia.bulbagarden.net/wiki/Kyurem_(Pok%C3%A9mon)
3793,kyurem (black kyurem),7,170,100,125,120,90,95,dragon,ice,https://bulbapedia.bulbagarden.net/wiki/Kyurem_(Pok%C3%A9mon)
3794,kyurem (white kyurem),5,120,90,125,170,100,95,dragon,ice,https://bulbapedia.bulbagarden.net/wiki/Kyurem_(Pok%C3%A9mon)
3795,kyurem (white kyurem),6,120,90,125,170,100,95,dragon,ice,https://bulbapedia.bulbagarden.net/wiki/Kyurem_(Pok%C3%A9mon)
3796,kyurem (white kyurem),7,120,90,125,170,100,95,dragon,ice,https://bulbapedia.bulbagarden.net/wiki/Kyurem_(Pok%C3%A9mon)
3797,keldeo,5,72,90,91,129,90,108,water,fighting,https://bulbapedia.bulbagarden.net/wiki/Keldeo_(Pok%C3%A9mon)
3798,keldeo,6,72,90,91,129,90,108,water,fighting,https://bulbapedia.bulbagarden.net/wiki/Keldeo_(Pok%C3%A9mon)
3799,keldeo,7,72,90,91,129,90,108,water,fighting,https://bulbapedia.bulbagarden.net/wiki/Keldeo_(Pok%C3%A9mon)
3800,meloetta (aria forme),5,77,77,100,128,128,90,normal,psychic,https://bulbapedia.bulbagarden.net/wiki/Meloetta_(Pok%C3%A9mon)
3801,meloetta (aria forme),6,77,77,100,128,128,90,normal,psychic,https://bulbapedia.bulbagarden.net/wiki/Meloetta_(Pok%C3%A9mon)
3802,meloetta (aria forme),7,77,77,100,128,128,90,normal,psychic,https://bulbapedia.bulbagarden.net/wiki/Meloetta_(Pok%C3%A9mon)
3803,meloetta (pirouette forme),5,128,90,100,77,77,128,normal,psychic,https://bulbapedia.bulbagarden.net/wiki/Meloetta_(Pok%C3%A9mon)
3804,meloetta (pirouette forme),6,128,90,100,77,77,128,normal,psychic,https://bulbapedia.bulbagarden.net/wiki/Meloetta_(Pok%C3%A9mon)
3805,meloetta (pirouette forme),7,128,90,100,77,77,128,normal,psychic,https://bulbapedia.bulbagarden.net/wiki/Meloetta_(Pok%C3%A9mon)
3806,genesect,5,120,95,71,120,95,99,bug,steel,https://bulbapedia.bulbagarden.net/wiki/Genesect_(Pok%C3%A9mon)
3807,genesect,6,120,95,71,120,95,99,bug,steel,https://bulbapedia.bulbagarden.net/wiki/Genesect_(Pok%C3%A9mon)
3808,genesect,7,120,95,71,120,95,99,bug,steel,https://bulbapedia.bulbagarden.net/wiki/Genesect_(Pok%C3%A9mon)
3809,chespin,6,61,65,56,48,45,38,grass,null,https://bulbapedia.bulbagarden.net/wiki/Chespin_(Pok%C3%A9mon)
3810,chespin,7,61,65,56,48,45,38,grass,null,https://bulbapedia.bulbagarden.net/wiki/Chespin_(Pok%C3%A9mon)
3811,quilladin,6,78,95,61,56,58,57,grass,null,https://bulbapedia.bulbagarden.net/wiki/Quilladin_(Pok%C3%A9mon)
3812,quilladin,7,78,95,61,56,58,57,grass,null,https://bulbapedia.bulbagarden.net/wiki/Quilladin_(Pok%C3%A9mon)
3813,chesnaught,6,107,122,88,74,75,64,grass,fighting,https://bulbapedia.bulbagarden.net/wiki/Chesnaught_(Pok%C3%A9mon)
3814,chesnaught,7,107,122,88,74,75,64,grass,fighting,https://bulbapedia.bulbagarden.net/wiki/Chesnaught_(Pok%C3%A9mon)
3815,fennekin,6,45,40,40,62,60,60,fire,null,https://bulbapedia.bulbagarden.net/wiki/Fennekin_(Pok%C3%A9mon)
3816,fennekin,7,45,40,40,62,60,60,fire,null,https://bulbapedia.bulbagarden.net/wiki/Fennekin_(Pok%C3%A9mon)
3817,braixen,6,59,58,59,90,70,73,fire,null,https://bulbapedia.bulbagarden.net/wiki/Braixen_(Pok%C3%A9mon)
3818,braixen,7,59,58,59,90,70,73,fire,null,https://bulbapedia.bulbagarden.net/wiki/Braixen_(Pok%C3%A9mon)
3819,delphox,6,69,72,75,114,100,104,fire,psychic,https://bulbapedia.bulbagarden.net/wiki/Delphox_(Pok%C3%A9mon)
3820,delphox,7,69,72,75,114,100,104,fire,psychic,https://bulbapedia.bulbagarden.net/wiki/Delphox_(Pok%C3%A9mon)
3821,froakie,6,56,40,41,62,44,71,water,null,https://bulbapedia.bulbagarden.net/wiki/Froakie_(Pok%C3%A9mon)
3822,froakie,7,56,40,41,62,44,71,water,null,https://bulbapedia.bulbagarden.net/wiki/Froakie_(Pok%C3%A9mon)
3823,frogadier,6,63,52,54,83,56,97,water,null,https://bulbapedia.bulbagarden.net/wiki/Frogadier_(Pok%C3%A9mon)
3824,frogadier,7,63,52,54,83,56,97,water,null,https://bulbapedia.bulbagarden.net/wiki/Frogadier_(Pok%C3%A9mon)
3825,greninja,6,95,67,72,103,71,122,water,dark,https://bulbapedia.bulbagarden.net/wiki/Greninja_(Pok%C3%A9mon)
3826,greninja,7,95,67,72,103,71,122,water,dark,https://bulbapedia.bulbagarden.net/wiki/Greninja_(Pok%C3%A9mon)
3827,greninja (ash-greninja),6,145,67,72,153,71,132,water,dark,https://bulbapedia.bulbagarden.net/wiki/Greninja_(Pok%C3%A9mon)
3828,greninja (ash-greninja),7,145,67,72,153,71,132,water,dark,https://bulbapedia.bulbagarden.net/wiki/Greninja_(Pok%C3%A9mon)
3829,bunnelby,6,36,38,38,32,36,57,normal,null,https://bulbapedia.bulbagarden.net/wiki/Bunnelby_(Pok%C3%A9mon)
3830,bunnelby,7,36,38,38,32,36,57,normal,null,https://bulbapedia.bulbagarden.net/wiki/Bunnelby_(Pok%C3%A9mon)
3831,diggersby,6,56,77,85,50,77,78,normal,ground,https://bulbapedia.bulbagarden.net/wiki/Diggersby_(Pok%C3%A9mon)
3832,diggersby,7,56,77,85,50,77,78,normal,ground,https://bulbapedia.bulbagarden.net/wiki/Diggersby_(Pok%C3%A9mon)
3833,fletchling,6,50,43,45,40,38,62,normal,flying,https://bulbapedia.bulbagarden.net/wiki/Fletchling_(Pok%C3%A9mon)
3834,fletchling,7,50,43,45,40,38,62,normal,flying,https://bulbapedia.bulbagarden.net/wiki/Fletchling_(Pok%C3%A9mon)
3835,fletchinder,6,73,55,62,56,52,84,fire,flying,https://bulbapedia.bulbagarden.net/wiki/Fletchinder_(Pok%C3%A9mon)
3836,fletchinder,7,73,55,62,56,52,84,fire,flying,https://bulbapedia.bulbagarden.net/wiki/Fletchinder_(Pok%C3%A9mon)
3837,talonflame,6,81,71,78,74,69,126,fire,flying,https://bulbapedia.bulbagarden.net/wiki/Talonflame_(Pok%C3%A9mon)
3838,talonflame,7,81,71,78,74,69,126,fire,flying,https://bulbapedia.bulbagarden.net/wiki/Talonflame_(Pok%C3%A9mon)
3839,scatterbug,6,35,40,38,27,25,35,bug,null,https://bulbapedia.bulbagarden.net/wiki/Scatterbug_(Pok%C3%A9mon)
3840,scatterbug,7,35,40,38,27,25,35,bug,null,https://bulbapedia.bulbagarden.net/wiki/Scatterbug_(Pok%C3%A9mon)
3841,spewpa,6,22,60,45,27,30,29,bug,null,https://bulbapedia.bulbagarden.net/wiki/Spewpa_(Pok%C3%A9mon)
3842,spewpa,7,22,60,45,27,30,29,bug,null,https://bulbapedia.bulbagarden.net/wiki/Spewpa_(Pok%C3%A9mon)
3843,vivillon,6,52,50,80,90,50,89,bug,flying,https://bulbapedia.bulbagarden.net/wiki/Vivillon_(Pok%C3%A9mon)
3844,vivillon,7,52,50,80,90,50,89,bug,flying,https://bulbapedia.bulbagarden.net/wiki/Vivillon_(Pok%C3%A9mon)
3845,litleo,6,50,58,62,73,54,72,fire,normal,https://bulbapedia.bulbagarden.net/wiki/Litleo_(Pok%C3%A9mon)
3846,litleo,7,50,58,62,73,54,72,fire,normal,https://bulbapedia.bulbagarden.net/wiki/Litleo_(Pok%C3%A9mon)
3847,pyroar,6,68,72,86,109,66,106,fire,normal,https://bulbapedia.bulbagarden.net/wiki/Pyroar_(Pok%C3%A9mon)
3848,pyroar,7,68,72,86,109,66,106,fire,normal,https://bulbapedia.bulbagarden.net/wiki/Pyroar_(Pok%C3%A9mon)
3849,flabébé,6,38,39,44,61,79,42,fairy,null,https://bulbapedia.bulbagarden.net/wiki/Flab%C3%A9b%C3%A9_(Pok%C3%A9mon)
3850,flabébé,7,38,39,44,61,79,42,fairy,null,https://bulbapedia.bulbagarden.net/wiki/Flab%C3%A9b%C3%A9_(Pok%C3%A9mon)
3851,floette,6,45,47,54,75,98,52,fairy,null,https://bulbapedia.bulbagarden.net/wiki/Floette_(Pok%C3%A9mon)
3852,floette,7,45,47,54,75,98,52,fairy,null,https://bulbapedia.bulbagarden.net/wiki/Floette_(Pok%C3%A9mon)
3853,florges,6,65,68,78,112,154,75,fairy,null,https://bulbapedia.bulbagarden.net/wiki/Florges_(Pok%C3%A9mon)
3854,florges,7,65,68,78,112,154,75,fairy,null,https://bulbapedia.bulbagarden.net/wiki/Florges_(Pok%C3%A9mon)
3855,skiddo,6,65,48,66,62,57,52,grass,null,https://bulbapedia.bulbagarden.net/wiki/Skiddo_(Pok%C3%A9mon)
3856,skiddo,7,65,48,66,62,57,52,grass,null,https://bulbapedia.bulbagarden.net/wiki/Skiddo_(Pok%C3%A9mon)
3857,gogoat,6,100,62,123,97,81,68,grass,null,https://bulbapedia.bulbagarden.net/wiki/Gogoat_(Pok%C3%A9mon)
3858,gogoat,7,100,62,123,97,81,68,grass,null,https://bulbapedia.bulbagarden.net/wiki/Gogoat_(Pok%C3%A9mon)
3859,pancham,6,82,62,67,46,48,43,fighting,null,https://bulbapedia.bulbagarden.net/wiki/Pancham_(Pok%C3%A9mon)
3860,pancham,7,82,62,67,46,48,43,fighting,null,https://bulbapedia.bulbagarden.net/wiki/Pancham_(Pok%C3%A9mon)
3861,pangoro,6,124,78,95,69,71,58,fighting,dark,https://bulbapedia.bulbagarden.net/wiki/Pangoro_(Pok%C3%A9mon)
3862,pangoro,7,124,78,95,69,71,58,fighting,dark,https://bulbapedia.bulbagarden.net/wiki/Pangoro_(Pok%C3%A9mon)
3863,furfrou,6,80,60,75,65,90,102,normal,null,https://bulbapedia.bulbagarden.net/wiki/Furfrou_(Pok%C3%A9mon)
3864,furfrou,7,80,60,75,65,90,102,normal,null,https://bulbapedia.bulbagarden.net/wiki/Furfrou_(Pok%C3%A9mon)
3865,espurr,6,48,54,62,63,60,68,psychic,null,https://bulbapedia.bulbagarden.net/wiki/Espurr_(Pok%C3%A9mon)
3866,espurr,7,48,54,62,63,60,68,psychic,null,https://bulbapedia.bulbagarden.net/wiki/Espurr_(Pok%C3%A9mon)
3867,meowstic,6,48,76,74,83,81,104,psychic,null,https://bulbapedia.bulbagarden.net/wiki/Meowstic_(Pok%C3%A9mon)
3868,meowstic,7,48,76,74,83,81,104,psychic,null,https://bulbapedia.bulbagarden.net/wiki/Meowstic_(Pok%C3%A9mon)
3869,honedge,6,80,100,45,35,37,28,steel,ghost,https://bulbapedia.bulbagarden.net/wiki/Honedge_(Pok%C3%A9mon)
3870,honedge,7,80,100,45,35,37,28,steel,ghost,https://bulbapedia.bulbagarden.net/wiki/Honedge_(Pok%C3%A9mon)
3871,doublade,6,110,150,59,45,49,35,steel,ghost,https://bulbapedia.bulbagarden.net/wiki/Doublade_(Pok%C3%A9mon)
3872,doublade,7,110,150,59,45,49,35,steel,ghost,https://bulbapedia.bulbagarden.net/wiki/Doublade_(Pok%C3%A9mon)
3873,aegislash (shield forme),6,50,150,60,50,150,60,steel,ghost,https://bulbapedia.bulbagarden.net/wiki/Aegislash_(Pok%C3%A9mon)
3874,aegislash (shield forme),7,50,150,60,50,150,60,steel,ghost,https://bulbapedia.bulbagarden.net/wiki/Aegislash_(Pok%C3%A9mon)
3875,aegislash (blade forme),6,150,50,60,150,50,60,steel,ghost,https://bulbapedia.bulbagarden.net/wiki/Aegislash_(Pok%C3%A9mon)
3876,aegislash (blade forme),7,150,50,60,150,50,60,steel,ghost,https://bulbapedia.bulbagarden.net/wiki/Aegislash_(Pok%C3%A9mon)
3877,spritzee,6,52,60,78,63,65,23,fairy,null,https://bulbapedia.bulbagarden.net/wiki/Spritzee_(Pok%C3%A9mon)
3878,spritzee,7,52,60,78,63,65,23,fairy,null,https://bulbapedia.bulbagarden.net/wiki/Spritzee_(Pok%C3%A9mon)
3879,aromatisse,6,72,72,101,99,89,29,fairy,null,https://bulbapedia.bulbagarden.net/wiki/Aromatisse_(Pok%C3%A9mon)
3880,aromatisse,7,72,72,101,99,89,29,fairy,null,https://bulbapedia.bulbagarden.net/wiki/Aromatisse_(Pok%C3%A9mon)
3881,swirlix,6,48,66,62,59,57,49,fairy,null,https://bulbapedia.bulbagarden.net/wiki/Swirlix_(Pok%C3%A9mon)
3882,swirlix,7,48,66,62,59,57,49,fairy,null,https://bulbapedia.bulbagarden.net/wiki/Swirlix_(Pok%C3%A9mon)
3883,slurpuff,6,80,86,82,85,75,72,fairy,null,https://bulbapedia.bulbagarden.net/wiki/Slurpuff_(Pok%C3%A9mon)
3884,slurpuff,7,80,86,82,85,75,72,fairy,null,https://bulbapedia.bulbagarden.net/wiki/Slurpuff_(Pok%C3%A9mon)
3885,inkay,6,54,53,53,37,46,45,dark,psychic,https://bulbapedia.bulbagarden.net/wiki/Inkay_(Pok%C3%A9mon)
3886,inkay,7,54,53,53,37,46,45,dark,psychic,https://bulbapedia.bulbagarden.net/wiki/Inkay_(Pok%C3%A9mon)
3887,malamar,6,92,88,86,68,75,73,dark,psychic,https://bulbapedia.bulbagarden.net/wiki/Malamar_(Pok%C3%A9mon)
3888,malamar,7,92,88,86,68,75,73,dark,psychic,https://bulbapedia.bulbagarden.net/wiki/Malamar_(Pok%C3%A9mon)
3889,binacle,6,52,67,42,39,56,50,rock,water,https://bulbapedia.bulbagarden.net/wiki/Binacle_(Pok%C3%A9mon)
3890,binacle,7,52,67,42,39,56,50,rock,water,https://bulbapedia.bulbagarden.net/wiki/Binacle_(Pok%C3%A9mon)
3891,barbaracle,6,105,115,72,54,86,68,rock,water,https://bulbapedia.bulbagarden.net/wiki/Barbaracle_(Pok%C3%A9mon)
3892,barbaracle,7,105,115,72,54,86,68,rock,water,https://bulbapedia.bulbagarden.net/wiki/Barbaracle_(Pok%C3%A9mon)
3893,skrelp,6,60,60,50,60,60,30,poison,water,https://bulbapedia.bulbagarden.net/wiki/Skrelp_(Pok%C3%A9mon)
3894,skrelp,7,60,60,50,60,60,30,poison,water,https://bulbapedia.bulbagarden.net/wiki/Skrelp_(Pok%C3%A9mon)
3895,dragalge,6,75,90,65,97,123,44,poison,dragon,https://bulbapedia.bulbagarden.net/wiki/Dragalge_(Pok%C3%A9mon)
3896,dragalge,7,75,90,65,97,123,44,poison,dragon,https://bulbapedia.bulbagarden.net/wiki/Dragalge_(Pok%C3%A9mon)
3897,clauncher,6,53,62,50,58,63,44,water,null,https://bulbapedia.bulbagarden.net/wiki/Clauncher_(Pok%C3%A9mon)
3898,clauncher,7,53,62,50,58,63,44,water,null,https://bulbapedia.bulbagarden.net/wiki/Clauncher_(Pok%C3%A9mon)
3899,clawitzer,6,73,88,71,120,89,59,water,null,https://bulbapedia.bulbagarden.net/wiki/Clawitzer_(Pok%C3%A9mon)
3900,clawitzer,7,73,88,71,120,89,59,water,null,https://bulbapedia.bulbagarden.net/wiki/Clawitzer_(Pok%C3%A9mon)
3901,helioptile,6,38,33,44,61,43,70,electric,normal,https://bulbapedia.bulbagarden.net/wiki/Helioptile_(Pok%C3%A9mon)
3902,helioptile,7,38,33,44,61,43,70,electric,normal,https://bulbapedia.bulbagarden.net/wiki/Helioptile_(Pok%C3%A9mon)
3903,heliolisk,6,55,52,62,109,94,109,electric,normal,https://bulbapedia.bulbagarden.net/wiki/Heliolisk_(Pok%C3%A9mon)
3904,heliolisk,7,55,52,62,109,94,109,electric,normal,https://bulbapedia.bulbagarden.net/wiki/Heliolisk_(Pok%C3%A9mon)
3905,tyrunt,6,89,77,58,45,45,48,rock,dragon,https://bulbapedia.bulbagarden.net/wiki/Tyrunt_(Pok%C3%A9mon)
3906,tyrunt,7,89,77,58,45,45,48,rock,dragon,https://bulbapedia.bulbagarden.net/wiki/Tyrunt_(Pok%C3%A9mon)
3907,tyrantrum,6,121,119,82,69,59,71,rock,dragon,https://bulbapedia.bulbagarden.net/wiki/Tyrantrum_(Pok%C3%A9mon)
